left eye - 1 (centre x),left eye - 1 (centre y),left eye - 2 (inner corner x),left eye - 2 (inner corner y),left eye - 3 (outer corner x),left eye - 3 (outer corner y),right eye - 1 (centre x),right eye - 1 (centre y),right eye - 2 (inner corner x),right eye - 2 (inner corner y),right eye - 3 (outer corner x),right eye - 3 (outer corner y),left eyebrow - 1 (inner end x),left eyebrow - 1 (inner end y),left eyebrow - 2 (outer end x),left eyebrow - 2 (outer end y),right eyebrow - 1 (inner end x),right eyebrow - 1 (inner end y),right eyebrow - 2 (outer end x),right eyebrow - 2 (outer end y),mouth - 1 (left corner x),mouth - 1 (left corner y),mouth - 2 (right corner x),mouth - 2 (right corner y),mouth - 3 (centre top lip x),mouth - 3 (centre top lip y),mouth - 4 (centre bottom lip x),mouth - 4 (centre bottom lip y),mouth - 5 (extra x),mouth - 5 (extra y),mouth - 6 (extra x),mouth - 6 (extra y),expression
66.288,35.6705185185,60.4154074074,36.418962963,72.6441481481,36.4651851852,29.4761481481,36.2002962963,35.8322962963,37.2598518519,23.3848888889,37.5247407407,58.3431111111,27.4608,78.7354074074,28.5201777778,39.2752592593,28.5201777778,17.5585185185,30.6388148148,63.6397037037,73.0121481481,35.8322962963,73.8068148148,50.6631111111,66.1268148148,50.3982222222,81.7517037037,50.6631111111,66.1268148148,50.3982222222,81.7517037037,smile
66.1668571429,35.0336,59.6288,36.2593828571,71.8875428571,35.8507885714,26.9412571429,35.8507885714,33.0697142857,35.8507885714,20.8118857143,36.2593828571,53.9090285714,30.1303771429,77.6073142857,28.0873142857,35.1131428571,29.7217828571,13.0486857143,28.4959085714,62.0809142857,73.8505142857,32.2532571429,75.0765714286,47.3709714286,69.3558857143,46.9622857143,84.8832,47.3709714286,69.3558857143,46.9622857143,84.8832,sad
66.3651891892,36.143027027,60.5675675676,36.7228540541,71.8728648649,36.143027027,33.3178378378,36.4329081081,38.8255135135,37.5924972973,26.2404324324,36.696972973,59.6023783784,31.8468324324,75.3515675676,30.0554594595,40.5651891892,32.084627027,23.4616216216,31.7947459459,64.9154594595,70.9290810811,36.5065945946,70.6397837838,50.1314594595,70.3498378378,49.5515675676,80.2060540541,50.1314594595,70.3498378378,49.5515675676,80.2060540541,smile
67.1003544304,37.6089113924,60.3123037975,38.4236962025,72.8026329114,38.966278481,30.1713417722,36.5225316456,36.96,37.6089113924,23.9258734177,36.7941265823,60.5838987342,31.6350379747,77.6907341772,29.1912911392,38.860556962,30.0054683544,21.2105316456,24.5749670886,61.3980759494,73.9953417722,34.2446582278,73.4521518987,49.1787341772,67.478278481,48.364556962,79.9692151899,49.1787341772,67.478278481,48.364556962,79.9692151899,smile
69.4657254902,36.9418039216,63.296627451,37.2222745098,75.0738823529,37.2222745098,30.208,38.9044705882,34.974745098,38.0630588235,23.7584313725,39.7458823529,56.0056470588,26.2859294118,78.719372549,26.846745098,42.8260392157,27.6880313725,16.1869803922,31.8939607843,62.7356862745,73.6759215686,33.5723921569,73.9563921569,47.5934117647,67.5068235294,47.8738823529,80.4053333333,47.5934117647,67.5068235294,47.8738823529,80.4053333333,sad
65.8942608696,36.8074434783,60.2984347826,37.740173913,72.7339130435,36.4965565217,31.0747826087,35.2530086957,37.6034782609,36.4965565217,25.168,35.2530086957,55.9457391304,33.3876173913,75.8434782609,28.1024695652,41.0233043478,30.5896347826,18.3283478261,28.1024695652,62.7853913043,74.1147826087,31.0747826087,74.1147826087,47.8629565217,70.384,47.8629565217,80.6434782609,47.8629565217,70.384,47.8629565217,80.6434782609,smile
67.8939574468,38.717106383,60.6234893617,38.3535319149,76.6187234043,39.4437446809,28.997106383,39.0806808511,37.3582978723,38.3535319149,20.6364255319,39.4437446809,55.5344680851,31.8100085106,79.8903829787,29.9923914894,40.6299574468,30.7194382979,15.546893617,31.4464851064,64.2587234043,76.1596595745,32.9959148936,76.8868085106,47.9004255319,74.7053617021,47.9004255319,84.8839148936,47.9004255319,74.7053617021,47.9004255319,84.8839148936,sad
66.603956044,36.3574153846,62.360967033,36.8288703297,73.6763076923,36.8288703297,28.8875604396,36.3574153846,35.4872967033,36.3574153846,23.2298901099,37.7718857143,56.9649230769,28.1733626374,80.2844835165,28.1842285714,40.5963956044,28.9458989011,16.6290989011,29.2854857143,64.2472087912,75.0171428571,36.4304175824,76.4318241758,50.6373626374,69.618989011,49.632,82.5610549451,50.6373626374,69.618989011,49.632,82.5610549451,smile
64.9012244898,40.8346122449,59.3234285714,41.4217142857,71.9471020408,43.1830204082,29.0860408163,37.018122449,35.5441632653,39.0733061224,22.6272653061,37.8991020408,56.3879183673,32.0274285714,80.4604081633,35.2568163265,36.4251428571,29.0918530612,15.5813877551,30.2661877551,56.9750204082,83.6963265306,30.8473469388,83.4024489796,44.8489795918,79.9144489796,44.3513469388,90.4483265306,44.8489795918,79.9144489796,44.3513469388,90.4483265306,neu
69.0494117647,36.0517647059,62.7407058824,36.8931764706,74.0969411765,36.8931764706,31.6141176471,36.8931764706,36.6616470588,37.3138823529,20.6785882353,37.7345882353,57.6931764706,28.4809411765,78.4282352941,26.9383529412,39.6065882353,28.0602352941,12.2663529412,28.0602352941,67.7882352941,76.8517647059,35.4004705882,81.0578823529,54.7482352941,72.2249411765,55.5896470588,89.4701176471,54.7482352941,72.2249411765,55.5896470588,89.4701176471,neu
65.5895172414,36.3254068966,58.9324137931,36.3254068966,71.5075862069,37.0651034483,29.7136551724,36.6952551724,36.3715862069,37.4350344828,24.1663448276,39.2842758621,55.7975172414,27.3450206897,79.6750344828,29.2113931034,36.7415172414,29.6680551724,17.1384827586,31.1474482759,64.8504827586,71.4612413793,33.412137931,72.5710344828,47.3048275862,64.6551724138,48.2068965517,75.8995862069,47.3048275862,64.6551724138,48.2068965517,75.8995862069,smile
67.9829126214,35.7595339806,62.1520776699,36.1761553398,72.564815534,37.0093980583,32.1609320388,35.3429126214,36.3262135922,35.7595339806,25.4968543689,36.1761553398,55.0704466019,28.6788349515,80.0630679612,29.5111456311,42.5746019417,27.845592233,17.1662912621,28.6788349515,61.3188349515,71.9981359223,36.3262135922,71.5815145631,47.9897475728,66.5829902913,48.8229902913,79.9120776699,47.9897475728,66.5829902913,48.8229902913,79.9120776699,smile
68.2622222222,33.3053333333,63.0977777778,34.0998222222,73.8231111111,34.4970666667,29.7288888889,34.0998222222,34.8924444444,34.4970666667,24.5644444444,36.4835555556,60.3164444444,21.7850666667,82.1653333333,26.1548444444,38.0711111111,22.5795555556,16.2222222222,28.9355555556,67.4675555556,72.2355555556,36.4817777778,70.6471111111,50.3857777778,64.688,50.3857777778,80.5786666667,50.3857777778,64.688,50.3857777778,80.5786666667,smile
65.046,37.7124,60.219,37.4442,70.9452,39.0528,31.5276,37.176,36.354,37.4442,26.9694,38.5164,57.5724,26.3088,77.6484,29.39964,40.2882,26.48694,20.802,29.66778,62.364,69.8892,34.4772,67.476,48.957,65.331,48.6888,76.593,48.957,65.331,48.6888,76.593,neu
66.8461935484,39.9595354839,61.3107096774,40.6515096774,72.3824516129,40.9974967742,30.1710967742,38.2295225806,35.0152258065,38.9214967742,23.2513548387,38.2295225806,56.4665806452,29.9256774194,80.3396129032,33.3856258065,38.1290322581,29.5796903226,16.4500645161,30.3826064516,57.5047741935,81.4784516129,35.360516129,80.4410322581,45.7254193548,73.1876129032,45.7409032258,90.4745806452,45.7254193548,73.1876129032,45.7409032258,90.4745806452,smile
67.5848,38.14472,61.1488,38.50224,74.3776,38.85976,28.972,36.71456,35.7648,38.14472,20.7488,37.7872,59.936,27.66912,81.528,29.56408,35.7648,28.49152,13.2408,29.56408,61.5064,78.5448,33.9768,78.5448,46.848,71.0368,47.5632,86.0536,46.848,71.0368,47.5632,86.0536,neu
67.5888,35.88864,60.72384,38.03424,73.1664,37.60512,27.68832,37.60512,33.26592,37.60512,21.68256,38.46336,55.1472,30.311712,79.60128,28.166496,35.41152,30.311712,14.38848,31.16976,64.58592,76.64736,32.8368,77.93376,47.82144,73.41312,48.28224,84.79872,47.82144,73.41312,48.28224,84.79872,sad
64.3757419355,37.3501935484,57.7331612903,39.0113032258,71.8494967742,38.1807483871,29.2230193548,37.9038967742,36.6967741935,38.7344516129,22.3035870968,39.5643870968,56.0720516129,27.3853935484,77.1084387097,30.4301419355,38.0804129032,28.7696516129,16.4903225806,32.3681032258,63.8226580645,72.502916129,32.8214709677,73.3334709677,49.4288516129,68.0745290323,49.4288516129,77.7624774194,49.4288516129,68.0745290323,49.4288516129,77.7624774194,neu
65.7532631579,35.8709894737,59.3549473684,36.624,71.7743157895,36.2475789474,29.6244210526,37.0004210526,37.1023157895,37.2530526316,25.1082105263,38.5052631579,56.0370526316,29.0866526316,77.4197894737,27.2151578947,37.5275789474,30.6021894737,17.3692631579,29.6379789474,61.2370526316,72.7528421053,36.0218947368,74.2576842105,48.8176842105,61.8383157895,48.4412631579,82.1616842105,48.8176842105,61.8383157895,48.4412631579,82.1616842105,neu
65.2192,37.1658666667,59.0218666667,37.6421333333,71.1781333333,38.1189333333,30.6581333333,37.1658666667,36.8554666667,37.8805333333,23.5077333333,37.8805333333,52.4437333333,27.06064,80.712,29.3002666667,40.2330666667,26.47088,15.4037333333,30.2533333333,63.3125333333,76.4933333333,30.8965333333,76.0170666667,46.352,72.2010666667,46.8661333333,81.0224,46.352,72.2010666667,46.8661333333,81.0224,sad
65.7623606557,40.0367213115,59.0809180328,40.3884590164,72.0920655738,40.7401967213,28.8377704918,37.9270819672,35.1674754098,39.3340327869,21.8038032787,38.2788196721,54.860852459,30.5421639344,80.1804590164,35.465704918,42.9041311475,29.4869508197,14.067147541,32.3000655738,58.025704918,83.2918032787,33.7605245902,82.9400655738,47.1241967213,74.1481967213,46.0689836066,92.0836721311,47.1241967213,74.1481967213,46.0689836066,92.0836721311,neu
66.9162802548,36.1816050955,60.9043566879,36.7282547771,72.1088407643,37.8215541401,30.2987006369,34.8155923567,36.3106242038,35.9082802548,25.1067515924,35.634955414,60.0849936306,28.5301605096,78.6668025478,27.983633121,38.7699363057,27.7103694268,19.0948280255,26.3439898089,60.3583184713,71.4331719745,34.6706751592,71.4331719745,47.1298853503,64.3628025478,48.0611464968,77.9917452229,47.1298853503,64.3628025478,48.0611464968,77.9917452229,smile
67.053,38.3892,60.6174,37.8528,74.829,39.9978,30.8532,35.976,37.0206,36.5124,23.3454,37.3164,57.1314,26.85894,79.3878,30.34482,39.4338,26.05452,17.178,29.00406,63.2988,71.907,34.8756,68.6892,48.015,68.1534,47.2104,76.734,48.015,68.1534,47.2104,76.734,smile
68.7404210526,33.6101052632,62.8130526316,34.7393684211,76.0793684211,35.304,28.6597894737,34.7393684211,35.7164210526,35.5863157895,22.4501052632,36.7149473684,61.4014736842,22.8846315789,81.7244210526,24.5781473684,39.3858947368,24.8604,16.5227368421,27.4004210526,65.3532631579,75.9492631579,35.9987368421,75.1023157895,51.2406315789,68.8926315789,50.9583157895,84.4168421053,51.2406315789,68.8926315789,50.9583157895,84.4168421053,neu
66.6373333333,36.4439111111,61.4737777778,36.4439111111,73.3911111111,36.8411555556,29.296,37.2384,35.2551111111,37.6356444444,22.9395555556,38.8274666667,56.3093333333,31.6768888889,78.5555555556,28.4989333333,37.6382222222,30.4851555556,16.1866666667,31.6768888889,65.8435555556,74.5804444444,34.8577777778,75.3742222222,49.5555555556,70.2106666667,50.3502222222,84.5111111111,49.5555555556,70.2106666667,50.3502222222,84.5111111111,smile
70.4898245614,36.8708491228,61.9592982456,37.3726315789,76.7623859649,37.3726315789,27.5868070175,38.6271438596,35.1135438596,37.8744140351,19.809122807,38.8780350877,57.4428070175,29.6289684211,84.7466666667,27.3823438596,38.2315789474,29.9619929825,12.5327719298,30.8493473684,67.9809122807,79.773754386,31.0995087719,81.5303859649,48.6618947368,77.0138947368,48.9128421053,91.5660350877,48.6618947368,77.0138947368,48.9128421053,91.5660350877,neu
67.3958657718,37.728,62.5011543624,38.304,74.8825771812,39.456,31.6915973154,37.152,36.8743087248,37.44,25.644885906,38.304,59.0457986577,26.2105127517,82.3692885906,30.2419328859,42.0576644295,27.0743194631,20.4615302013,27.3622550336,62.7891543624,71.9929127517,34.8589530201,70.265557047,49.5437315436,66.8102013423,48.1043758389,80.9189798658,49.5437315436,66.8102013423,48.1043758389,80.9189798658,smile
63.2147301587,36.9060063492,56.8584126984,38.494984127,68.6628571429,37.5869968254,31.8887619048,37.8139936508,38.0175238095,39.4030222222,25.9865396825,38.494984127,52.0914285714,31.230984127,76.1539047619,29.8690031746,40.7263492063,33.7784888889,18.2684444444,30.3229968254,59.8095238095,73.9073015873,35.2934603175,75.042031746,46.4167619048,73.4532063492,46.8708571429,80.0360634921,46.4167619048,73.4532063492,46.8708571429,80.0360634921,smile
65.338619469,38.3422300885,60.0229380531,37.9633274336,71.4138053097,39.4814867257,29.6495575221,36.0645663717,35.7238938053,37.5835752212,23.194619469,36.0645663717,54.3283539823,29.2307256637,77.1083893805,29.989380531,41.0429734513,27.3047787611,16.7405309735,28.0914690265,57.3655221239,79.3469734513,28.1305486726,77.0693097345,44.0767433628,69.4759646018,42.9374867257,91.8762477876,44.0767433628,69.4759646018,42.9374867257,91.8762477876,neu
66.3111724138,36.4684137931,59.6540689655,36.4684137931,73.708137931,36.4684137931,29.3255172414,37.2082758621,35.9834482759,37.2082758621,24.148137931,38.6871724138,57.4253793103,28.6761103448,79.2562758621,28.3315862069,35.9834482759,30.1808275862,16.3986206897,30.9053793103,64.8314482759,71.2344827586,33.024,72.7142068966,48.1886896552,64.2074482759,48.9277241379,73.824,48.1886896552,64.2074482759,48.9277241379,73.824,smile
65.28,37.2071856287,60.9128622754,37.2071856287,71.959760479,38.7489341317,31.8823473054,37.2071856287,37.7912335329,37.2071856287,26.4873772455,38.7489341317,57.8299401198,27.701805988,79.4098203593,29.7570682635,38.3051497006,27.9587065868,19.0373173653,30.5277700599,62.1970778443,69.5775808383,36.2500598802,67.5219161677,48.5811736527,64.1826107784,48.5811736527,78.5688143713,48.5811736527,64.1826107784,48.5811736527,78.5688143713,neu
65.5246451613,37.6902193548,60.265083871,37.6902193548,73.2746322581,39.0738580645,31.2018580645,37.6902193548,35.9070967742,37.6902193548,25.3892129032,38.7970064516,57.4971870968,26.8949883871,78.2567225806,29.1093058065,42.5502967742,27.7253574194,20.4071225806,28.832516129,63.0329806452,70.0750451613,35.6308645161,69.5213419355,48.9166451613,66.1997419355,49.7472,80.0392258065,48.9166451613,66.1997419355,49.7472,80.0392258065,smile
72.7222857143,34.002,63.2731428571,34.2573714286,81.4051428571,36.3004,27.2651428571,33.7466285714,35.1817142857,34.2573714286,18.5822857143,34.7681142857,54.8754285714,25.1953142857,89.3217142857,27.6176,36.7142857143,24.8084571429,11.9428571429,27.8729714286,66.3377142857,81.5017142857,29.5634285714,80.9914285714,45.3971428571,75.1177142857,46.6737142857,90.1845714286,45.3971428571,75.1177142857,46.6737142857,90.1845714286,smile
68.5498021978,37.5343648352,59.5379340659,37.5343648352,76.4355164835,40.1628131868,26.8689230769,37.5343648352,37.0074725275,38.2853802198,18.6076483516,40.1628131868,53.8512527473,32.3205626374,80.1905934066,31.5262945055,41.1776703297,31.3110857143,14.3725714286,31.1383912088,65.9214065934,76.9624615385,30.9995604396,78.4647032967,47.8971428571,73.5829450549,47.146021978,87.101010989,47.8971428571,73.5829450549,47.146021978,87.101010989,sad
66.3910175439,38.8682105263,59.3661754386,38.6172631579,71.6597894737,39.3699929825,30.5128421053,39.3699929825,36.5344561404,39.6208842105,23.9898947368,39.6208842105,55.8534736842,32.5958175439,77.1795087719,30.3377403509,37.538245614,32.5958175439,18.6447719298,30.3212350877,61.6241403509,73.4916491228,35.2797192982,73.7425964912,47.5738947368,71.2336842105,47.3229473684,80.2661052632,47.5738947368,71.2336842105,47.3229473684,80.2661052632,sad
66.5933793103,39.1671724138,61.0452413793,40.6468965517,72.8805517241,40.6468965517,29.2377931034,39.1671724138,35.8948965517,40.2769655172,23.6896551724,40.2769655172,55.128,31.7702068966,80.6474482759,35.8386206897,42.1828965517,30.6604137931,13.704,34.7288275862,64.003862069,82.0708965517,30.7175172414,81.3310344828,48.84,73.9340689655,48.84,95.7550344828,48.84,73.9340689655,48.84,95.7550344828,neu
65.9437122302,34.5440460432,59.4619856115,36.0873669065,72.4254388489,34.2353956835,30.1391654676,36.3960172662,36.0041438849,36.7046676259,23.0406906475,37.0133179856,58.0288920863,30.2398618705,76.7468201439,27.4449496403,38.7819280576,30.8401726619,18.4105899281,33.0007942446,64.0913956835,74.3606330935,36.3128633094,74.9780719424,49.2763165468,72.5090071942,49.2763165468,84.2375827338,49.2763165468,72.5090071942,49.2763165468,84.2375827338,sad
67.5879724138,41.4693517241,61.5326896552,40.4014344828,74.6277517241,41.8897655172,30.2823724138,37.7233655172,36.5329655172,39.2110344828,24.0324413793,38.0206344828,60.9374896552,30.8775724138,83.2591448276,33.8542344828,40.4014344828,30.2823724138,17.7825103448,29.0919724138,60.9374896552,85.0447448276,34.1515034483,84.4495448276,48.1396965517,80.2831448276,47.8424275862,92.1878068966,48.1396965517,80.2831448276,47.8424275862,92.1878068966,neu
65.6991549296,35.1813633803,59.0521690141,35.7856225352,71.7417464789,35.1813633803,31.5576338028,38.504856338,37.9024225352,37.9005971831,26.4216338028,40.3176338028,59.3543661972,28.2322478873,75.6696338028,26.7216,38.2046197183,30.3472225352,20.6805633803,31.5557408451,63.5837746479,69.9265352113,39.4134084507,72.6463098592,50.592,61.1648450704,52.7073802817,76.8757183099,50.592,61.1648450704,52.7073802817,76.8757183099,sad
70.3369411765,35.6248235294,63.7122352941,36.8866588235,76.9616470588,37.2021176471,29.3265882353,37.2021176471,35.3202352941,38.1487058824,22.3863529412,39.4101176471,56.772,22.6908,82.3249411765,26.7918352941,40.0524705882,23.9526352941,14.1847058824,30.5774117647,65.9202352941,78.2124705882,33.4277647059,78.528,48.5696470588,70.6411764706,48.8851764706,83.2602352941,48.5696470588,70.6411764706,48.8851764706,83.2602352941,smile
66.9061565217,38.7871721739,59.0884173913,38.5894121739,73.2488347826,39.5333008696,28.4802782609,37.6679791304,34.8221217391,38.4141078261,21.3913043478,38.7871721739,55.8536347826,29.8204382609,80.8737391304,33.0378573913,35.957426087,28.5349565217,15.1462956522,31.4562782609,62.0560695652,75.7214608696,32.2109217391,75.7214608696,47.5066434783,70.498226087,47.5066434783,83.5558956522,47.5066434783,70.498226087,47.5066434783,83.5558956522,neu
65.3372727273,38.0777454545,59.2434545455,38.8090363636,70.944,38.3215090909,31.4536363636,37.1026909091,37.3041818182,38.0777454545,25.6030909091,37.5902181818,55.3429090909,26.8644545455,80.9383636364,31.7397818182,41.2041818182,27.8395090909,15.6087818182,29.7896727273,62.6558181818,78.0556363636,32.6727272727,77.568,47.7861818182,70.4989090909,48.2738181818,88.05,47.7861818182,70.4989090909,48.2738181818,88.05,neu
64.0953191489,35.9070638298,57.7057021277,37.504493617,70.2607659574,35.8029446809,31.2337021277,36.8198808511,37.6233191489,37.7326978723,25.7565957447,36.5916765957,53.8263829787,28.1479659574,78.701106383,28.8325787234,39.8956595745,29.4376340426,16.6284255319,28.1479659574,65.2365957447,68.5409361702,32.146212766,70.3664680851,46.9797446809,67.8561702128,46.9797446809,77.669106383,46.9797446809,67.8561702128,46.9797446809,77.669106383,smile
67.2428108108,38.0231351351,62.315027027,38.3130810811,74.2002162162,39.7621621622,32.1664864865,37.7331891892,37.6748108108,37.7331891892,26.9487567568,38.892972973,57.9664864865,27.0074594595,80.8676756757,30.1962162162,43.4724324324,27.5872216216,19.0118918919,29.4466378378,62.604972973,71.0704864865,35.9351351351,69.6207567568,50.1398918919,64.692972973,50.4298378378,80.3468108108,50.1398918919,64.692972973,50.4298378378,80.3468108108,neu
65.519627907,35.615255814,60.863255814,36.6132093023,71.4106046512,34.8249302326,29.9333953488,36.6132093023,35.919627907,37.6111627907,24.944372093,37.2785116279,56.8721860465,30.959627907,77.8254883721,27.6331162791,39.5780465116,29.9616744186,17.6275348837,30.6269767442,63.1918139535,74.8599069767,37.2502325581,75.8578604651,49.888,72.1994418605,49.888,83.1746976744,49.888,72.1994418605,49.888,83.1746976744,neu
66.0189295775,35.698884507,59.9763380282,36.6052732394,71.4578028169,35.3966873239,30.3670985915,37.5116619718,37.3162816901,38.1159211268,23.7201126761,37.8137915493,58.1638309859,29.9582873239,74.4790985915,27.8433126761,38.8272676056,32.3753915493,19.7929014085,33.2817802817,62.9976338028,74.3722816901,36.7118873239,74.6744788732,49.7036619718,71.3509859155,49.4021408451,84.0405633803,49.7036619718,71.3509859155,49.4021408451,84.0405633803,sad
67.9657033493,36.6282258373,60.576,37.4493244019,73.9190813397,37.4493244019,28.5524210526,37.6545990431,35.9425837321,38.0651942584,21.7782200957,38.4757435407,56.2651866029,25.3379368421,84.3881339713,26.9801339713,37.7900095694,25.3379368421,11.9246698565,28.2118277512,65.0921339713,79.9418181818,31.0158086124,80.5577799043,46.822277512,72.3467942584,47.4382392344,90.2060095694,46.822277512,72.3467942584,47.4382392344,90.2060095694,neu
68.2601513514,35.5023567568,61.5344432432,36.8935783784,78.2322162162,36.198227027,24.4291459459,41.5321945946,34.1692540541,42.2275459459,16.3122162162,43.3873297297,57.1283027027,32.4874378378,84.2615351351,29.4725189189,33.2419459459,35.7343135135,7.49993513514,37.1255351351,69.651372973,81.6524108108,35.3290378378,85.3626810811,52.2582486486,82.1158054054,52.9541189189,95.3347459459,52.2582486486,82.1158054054,52.9541189189,95.3347459459,smile
66.9803835616,35.8118136986,61.397260274,36.1056657534,73.445260274,36.3995178082,32.0113972603,36.9872876712,38.7701917808,37.8688438356,24.9586849315,37.5749917808,57.8709041096,29.3470027397,76.6776986301,27.8776767123,41.1208767123,30.5224109589,20.2566575342,33.1671452055,64.6296986301,73.7194520548,37.3006027397,74.8951232877,51.112109589,71.6626849315,51.112109589,82.8289315068,51.112109589,71.6626849315,51.112109589,82.8289315068,sad
66.4793846154,34.9353846154,60.4289230769,35.4849230769,72.5298461538,35.76,27.7015384615,36.3101538462,34.0270769231,36.8603076923,21.6510769231,37.9606153846,60.1538461538,23.9342769231,77.48,26.9595076923,36.5021538462,23.9342769231,14.5009230769,29.9846153846,63.4541538462,76.4633846154,35.6769230769,74.8129230769,48.8781538462,68.7624615385,49.4283076923,83.8886153846,48.8781538462,68.7624615385,49.4283076923,83.8886153846,sad
65.237106383,35.8678468085,60.064,36.4763914894,72.5399148936,37.0849361702,28.4194042553,35.8678468085,35.1135319149,37.0849361702,21.7252765957,37.0849361702,57.6299574468,27.0437446809,78.6253617021,30.6950808511,38.1562553191,27.9566297872,15.9441702128,29.4779914894,61.2813617021,73.5979574468,32.0708085106,73.2942978723,47.893106383,64.469787234,46.6757446809,82.4224680851,47.893106383,64.469787234,46.6757446809,82.4224680851,smile
76.6216170213,33.8912,66.5804255319,34.4997446809,84.2287659574,35.4126297872,27.9373617021,32.6741106383,35.5438297872,33.8912,17.5918297872,33.5869276596,62.1256170213,24.8519489362,94.2699574468,27.8056851064,37.3453617021,24.527387234,11.8107234043,23.2414638298,68.1021276596,84.4010212766,29.7627234043,83.1843404255,47.0427234043,80.1252765957,47.1067234043,93.2255319149,47.0427234043,80.1252765957,47.1067234043,93.2255319149,smile
65.8006486486,35.5891027027,60.0025945946,36.3623783784,72.371027027,36.3623783784,29.4676756757,35.9756108108,36.0389189189,36.3623783784,24.0570810811,37.5212972973,58.6023783784,26.6724324324,78.1690810811,27.4723459459,38.9915675676,28.6123243243,17.0992432432,29.4048864865,62.7078918919,71.5347027027,34.1059459459,72.6944864865,46.860972973,64.5777297297,47.2475675676,76.172972973,46.860972973,64.5777297297,47.2475675676,76.172972973,sad
64.9840551724,33.8853517241,59.0664827586,35.0691310345,69.7178482759,35.0691310345,31.2529655172,32.9981793103,35.9874206897,34.1812965517,26.8151172414,34.4772413793,56.9948689655,30.0393931034,75.6360827586,27.9677793103,39.5380965517,29.4475034483,20.6016,27.6718344828,57.5867586207,69.3914482759,34.8036413793,68.2083310345,45.9601655172,65.5388689655,45.7516137931,74.7177931034,45.9601655172,65.5388689655,45.7516137931,74.7177931034,neu
67.3089230769,35.8283076923,61.9467692308,37.0661538462,72.2593846154,36.6535384615,30.1818461538,35.4156923077,35.544,35.8283076923,24.8187692308,35.4156923077,56.9963076923,27.9904615385,79.2729230769,29.2273846154,40.0818461538,26.34,17.8052307692,26.7526153846,59.8836923077,73.7806153846,35.1323076923,72.1310769231,48.3332307692,66.768,47.508,81.6193846154,48.3332307692,66.768,47.508,81.6193846154,sad
64.6432405063,36.0170126582,58.9409620253,37.6465822785,71.4318987342,36.2886075949,30.9721518987,39.0039493671,37.7608101266,39.8187341772,24.1841012658,40.9051139241,57.0404050633,27.8710481013,76.5909873418,29.7717873418,38.304,29.5002531646,18.2102278481,33.0302582278,65.4580253165,70.7738734177,38.0324050633,74.0324050633,52.1523037975,67.5159493671,52.9670886076,80.006278481,52.1523037975,67.5159493671,52.9670886076,80.006278481,smile
67.0548292683,38.7652682927,60.4269268293,39.4630243902,72.2864390244,40.5096585366,30.7785365854,37.0208780488,36.0109268293,38.4163902439,25.5469268293,37.7186341463,54.4975609756,32.4870243902,79.960195122,35.6261463415,44.0335609756,28.9990243902,16.1287804878,31.7892682927,59.032195122,80.9709268293,32.871804878,80.2731707317,47.8704390244,73.6460487805,47.5215609756,91.4349268293,47.8704390244,73.6460487805,47.5215609756,91.4349268293,sad
66.4614736842,36.2954947368,61.1924210526,36.6718315789,71.7305263158,36.2954947368,32.5903157895,37.0481684211,37.1065263158,37.8009263158,26.9456842105,38.1772631579,55.9242105263,28.3923368421,80.0101052632,31.0266947368,40.4934736842,29.1450105263,19.0425263158,29.8976842105,64.9557894737,74.3065263158,39.3650526316,74.6829473684,51.408,65.6505263158,51.7844210526,82.9625263158,51.408,65.6505263158,51.7844210526,82.9625263158,smile
69.2742047244,36.5837858268,60.8284724409,37.2594141732,75.0175748031,37.5972283465,27.3849448819,37.9350425197,34.4791181102,37.9350425197,19.614992126,39.2863748031,58.8018897638,27.4626519685,80.7601889764,29.1517228346,34.817007874,26.787023622,11.8450393701,31.5164976378,64.544503937,77.122015748,34.1412283465,78.8114645669,49.4241259843,73.9101732283,49.6803779528,90.6353385827,49.4241259843,73.9101732283,49.6803779528,90.6353385827,sad
67.3739294118,38.1752470588,60.5601882353,38.6795294118,75.1973647059,39.6892235294,31.2847058824,36.6607058824,37.0893176471,37.4179764706,24.4709647059,37.9228235294,55.5122823529,29.8469647059,79.7404235294,30.6036705882,40.3702588235,28.8372705882,18.4139294118,29.3421176471,62.3265882353,72.7499294118,36.0796235294,69.9738352941,48.1936941176,68.9641411765,48.9509647059,77.2924235294,48.1936941176,68.9641411765,48.9509647059,77.2924235294,neu
66.0702040816,39.1862857143,60.8169795918,39.1862857143,73.0749387755,40.9377959184,30.7559183673,36.5596734694,37.1761632653,38.3105306122,25.210122449,36.8515918367,57.0226938776,30.4305632653,81.8305306122,32.1815510204,40.8705306122,28.5871020408,16.4545306122,27.2201795918,62.2765714286,76.544,27.8367346939,74.7931428571,46.8075102041,70.4150204082,45.9324081633,85.5915102041,46.8075102041,70.4150204082,45.9324081633,85.5915102041,sad
65.2409756098,37.3315121951,60.0093658537,38.3781463415,71.1711219512,37.6803902439,29.6632195122,37.3315121951,34.8948292683,38.0292682927,23.384195122,37.6803902439,56.5213658537,31.4021463415,78.2532682927,30.1031804878,39.7783414634,29.6580682927,15.7112195122,31.0532682927,61.404097561,77.095804878,31.0579512195,76.3980487805,46.7543414634,72.5611707317,46.4054634146,83.0251707317,46.7543414634,72.5611707317,46.4054634146,83.0251707317,sad
